Group	Time	min.rec	spat.scale	cell	trait.g	pre.rec	pre.sps	pre.ratio	post.rec	post.sps	post.ratio	pre.raref	pre.95.low	pre.95.up	post.raref	post.95.low	post.95.up	status.change	perc.change	perc.95low	perc.95up	change.CI.span	pre.Mao.tau_int	pre.Mao.SD_int	pre.singletons	pre.tau.mean_int	pre.tauSD.mean_int	pre.singletons.mean_int	post.Mao.tau_int	post.Mao.SD_int	post.singletons	post.tau.mean_int	post.tauSD.mean_int	post.singletons.mean_int	Change.Mao_int	Change.Mao_int_CIlow	Change.Mao_int_CIup	Change.Mao_int_CIspan	Int_Pvalue	status.change.Mao_int	pre.Mao.tau_extr	pre.Mao.SD_extr	pre.singletons	pre.tau.mean_extr	pre.tauSD.mean_extr	pre.singletons.mean_extr	post.Mao.tau_extr	post.Mao.SD_extr	post.singletons	post.tau.mean_extr	post.tauSD.mean_extr	post.singletons.mean_extr	Change.Mao_extr	Change.Mao_extr_CIlow	Change.Mao_extr_CIup	Change.Mao_extr_CIspan	Extr_Pvalue	status.change.Mao_extr	pre.Mao.tau_extr_3x	pre.Mao.SD_extr_3x	pre.singletons	pre.tau.mean_extr_3x	pre.tauSD.mean_extr_3x	pre.singletons.mean_extr_3x	post.Mao.tau_extr_3x	post.Mao.SD_extr_3x	post.singletons	post.tau.mean_extr_3x	post.tauSD.mean_extr_3x	post.singletons.mean_extr_3x	Change.Mao_extr_3x	Change.Mao_extr_3x_CIlow	Change.Mao_extr_3x_CIup	Change.Mao_extr_3x_CIspan	Extr.3x_Pvalue	status.change.Mao_extr_3x
Plants	30-49vs50-69	30	G10	140600	insect_Nlow	351	24	14.62	73	10	7.3	15.0184	11.7098	18.3271	10	10	10	decrease	-33.415	-14.601	-45.436	30.835	15.0184	2.3802	7	14.4781	1.7697	3.46	10	1.3553	3	8.6	0.9191	1.51	-33.41501092	-51.02513753	-7.596764524	43.428373	4.27E-45	decrease	24	2.8479	7	21.05	1.5746	3.51	12.2366	3.3266	3	10.0058	2.1351	1.66	-49.01416667	-71.37878889	-25.9210715	45.45771739	4.47E-86	decrease	21.0171	2.6229	7	19.2911	1.5061	3.48	12.0975	2.9182	3	9.7313	1.8289	1.45	-42.43972765	-65.94634076	-15.94820331	49.99813745	1.56E-75	decrease
Plants	30-49vs50-69	30	G10	120580	insect_Nlow	93	8	11.62	56	9	6.22	7.3639	6.0663	8.6616	9	9	9	increase	22.218	48.361	3.907	44.454	7.3639	0.7313	1	6.8132	0.5118	0.81	9	1.2792	2	8.21	0.5902	0.94	22.21784652	-2.29982213	48.92025973	51.22008186	2.19E-45	no.change	8	0.686	1	7.39	0.3372	0.72	9.9732	1.6342	2	8.4621	0.7019	1.15	24.665	2.266107798	49.20557177	46.93946397	2.54E-45	increase	7.3639	0.7313	1	6.8132	0.5118	0.81	9	1.2792	2	8.21	0.5902	0.94	24.665	2.266107798	49.20557177	46.93946397	2.54E-45	increase
Plants	30-49vs50-69	30	G10	250440	insect_Nhigh	64	10	6.4	31	9	3.44	8.8305	7.1877	10.4733	9	9	9	no.change	1.919	25.214	-14.067	39.281	8.8305	0.6801	1	8.325	0.7416	0.97	9	1.7321	3	7.7	0.8095	1.82	1.919483608	-22.1915892	34.50784443	56.69943363	0.615397946	no.change	10	0.4939	1	9.39	0.5104	1.16	11.304	2.6873	3	8.5228	1.2492	1.57	13.04	-20.2390997	51.19183982	71.43093952	3.16E-11	no.change	8.8305	0.6801	1	8.325	0.7416	0.97	9	1.7321	3	7.7	0.8095	1.82	13.04	-20.2390997	51.19183982	71.43093952	3.16E-11	no.change
Plants	30-49vs50-69	30	G10	200460	insect_Nhigh	101	11	9.18	60	6	10	10.1412	8.6116	11.6707	6	6	6	decrease	-40.835	-30.327	-48.589	18.262	10.1412	0.6053	1	9.6104	0.743	1.26	6	0.6794	1	5.59	0.2788	0.6	-40.83540409	-49.31202243	-28.80352503	20.5084974	6.30E-83	decrease	11	0.4944	1	10.14	0.6502	1.17	6.3755	0.9319	1	5.6962	0.3558	0.59	-42.04090909	-51.81479614	-30.34605497	21.46874116	9.33E-108	decrease	10.1412	0.6053	1	9.6104	0.743	1.26	6	0.6794	1	5.59	0.2788	0.6	-42.04090909	-51.81479614	-30.34605497	21.46874116	9.33E-108	decrease
Plants	30-49vs50-69	30	G10	130460	insect_Nhigh	88	9	9.78	801	12	66.75	9	9	9	5.5558	3.5044	7.6072	decrease	-38.269	-61.062	-15.476	45.586	9	0.9487	2	8.22	0.329	0.82	5.5558	1.7845	5	5.5135	1.4072	2.35	-38.26888889	-67.73378246	-6.061256841	61.67252562	4.71E-38	decrease	10	2.2583	2	8.45	0.6661	0.68	12	2.4744	5	9.98	1.1869	2.15	20	-10.39692773	55.31294404	65.70987176	7.06E-21	no.change	9.9825	2.1567	2	8.54	0.6087	0.93	7.808	1.9171	5	7.2729	1.2945	2.16	-21.78312046	-51.87834566	11.22199633	63.10034199	1.46E-33	no.change
Plants	30-49vs50-69	30	G10	190410	insect_Nhigh	64	13	4.92	138	10	13.8	13	13	13	8.0591	6.0238	10.0944	decrease	-38.007	-53.663	-22.351	31.312	13	1.1597	3	11.4	1.0462	2.37	8.0591	0.9216	2	7.5141	0.901	1.76	-38.00692308	-54.71657289	-19.78727374	34.92929915	3.50E-69	decrease	14.3569	1.9323	3	12.7197	1.7053	2.28	10	0.7906	2	8.86	0.8095	1.56	-30.3470805	-50.5316345	1.103059227	51.63469373	1.52E-33	no.change	13	1.1597	3	11.4	1.0462	2.37	8.0591	0.9216	2	7.5141	0.901	1.76	-30.3470805	-50.5316345	1.103059227	51.63469373	1.52E-33	no.change
Plants	30-49vs50-69	30	G10	140410	insect_Nhigh	38	6	6.33	36	7	5.14	5.9474	5.5097	6.385	7	7	7	increase	17.698	27.049	9.632	17.417	5.9474	0.048	1	5.6228	0.0887	0.47	7	1.655	3	5.92	0.8076	1.46	17.6984901	-12.66116343	50.51632767	63.1774911	1.38E-18	no.change	6	0	1	5.65	0.0536	0.5	7.1651	1.6319	3	5.6738	0.7123	1.6	19.41833333	-9.992358181	48.87572218	58.86808036	3.81E-22	no.change	5.9474	0.048	1	5.6228	0.0887	0.47	7	1.655	3	5.92	0.8076	1.46	19.41833333	-9.992358181	48.87572218	58.86808036	3.81E-22	no.change
Plants	30-49vs50-69	30	G10	110460	insect_Nhigh	30	5	6	295	10	29.5	5	5	5	6.5885	4.4742	8.7029	no.change	31.77	-10.516	74.058	84.574	5	0	0	4.74	0.195	0.56	6.5885	1.0797	1	6.4608	0.942	0.67	31.77	-9.050937615	72.68356711	81.73450472	2.30E-26	no.change	5	0	0	5.015	0.455	0.55	10	0.6901	1	9.48	0.1518	0.6	100	69.34833877	146.3875209	77.03918216	1.52E-133	increase	5	0	0	4.9865	0.5078	0.52	8.6067	0.9447	1	8.4165	0.6496	0.64	72.134	31.3348006	125.1569816	93.82218098	1.61E-99	increase
Plants	30-49vs50-69	30	G10	240440	insect_Nhigh	157	10	15.7	37	7	5.29	7.9908	6.1505	9.831	7	7	7	no.change	-12.399	13.812	-28.797	42.609	7.9908	0.9882	1	7.728	0.8071	0.78	7	0.6831	1	6.38	0.2014	0.72	-12.39925915	-27.55546809	10.29358821	37.8490563	5.63E-21	no.change	10	0.6901	1	9.49	0.2386	0.71	7.4994	1.3167	1	6.8274	0.6776	0.54	-25.006	-39.34194456	-9.348197788	29.99374677	2.77E-52	decrease	9.6187	0.7204	1	9.1651	0.3426	0.72	7.4918	1.2687	1	6.7559	0.4836	0.78	-22.11213574	-33.79710723	-8.860113945	24.93699328	1.89E-79	decrease
Plants	30-49vs50-69	30	G10	160440	insect_Nhigh	42	10	4.2	71	13	5.46	10	10	10	10.7088	8.4766	12.9411	no.change	7.088	-15.234	29.411	44.645	10	1.6903	4	8.38	1.0647	2.28	10.7088	2.1876	5	9.7963	1.16	2.47	7.088	-23.57725997	54.137894	77.71515396	2.73E-05	no.change	12.0113	2.3744	4	9.3191	1.4367	1.97	13	2.5244	5	10.84	1.1766	2.23	8.231415417	-25.22655365	63.55922528	88.78577893	3.37E-05	no.change	10	1.6903	4	8.38	1.0647	2.28	10.7088	2.1876	5	9.7963	1.16	2.47	8.231415417	-25.22655365	63.55922528	88.78577893	3.37E-05	no.change
Plants	30-49vs50-69	30	G10	140420	insect_Nhigh	39	5	7.8	32	8	4	4.9717	4.6464	5.2969	8	8	8	increase	60.911	72.176	51.032	21.144	4.9717	0.0253	0	4.8082	0.046	0.38	8	0.9428	2	7.02	0.7308	1.61	60.91075487	27.13660785	94.59123191	67.45462406	8.33E-62	increase	5	0	0	4.84	0.0067	0.27	8.3635	1.0056	2	7.2119	0.8617	1.59	67.27	27.82247763	106.5941452	78.77166759	3.45E-60	increase	4.9717	0.0253	0	4.8082	0.046	0.38	8	0.9428	2	7.02	0.7308	1.61	67.27	27.82247763	106.5941452	78.77166759	3.45E-60	increase
Plants	30-49vs50-69	30	G10	200430	insect_Nhigh	72	12	6	128	12	10.67	12	12	12	9.6499	7.3999	11.9	decrease	-19.584	-38.334	-0.833	37.501	12	1.0142	3	10.4	1.0641	2.61	9.6499	2.0093	5	8.798	1.0041	2.04	-19.58416667	-41.596399	10.40936324	52.00576223	3.63E-31	no.change	12.9891	1.4902	3	11.3865	1.6167	2.35	12	2.3355	5	10.14	1.2009	2.21	-7.614846294	-34.33031382	39.47154205	73.80185587	2.55E-05	no.change	12	1.0142	3	10.4	1.0641	2.61	9.6499	2.0093	5	8.798	1.0041	2.04	-7.614846294	-34.33031382	39.47154205	73.80185587	2.55E-05	no.change
Plants	30-49vs50-69	30	G10	190310	insect_Nhigh	73	12	6.08	40	11	3.64	10.9013	9.2233	12.5793	11	11	11	no.change	0.905	19.263	-12.555	31.818	10.9013	0.6355	1	10.128	0.8308	1.33	11	1.0103	3	9.53	0.9452	2.26	0.905396604	-23.85451778	32.14857932	56.00309711	0.311616547	no.change	12	0.4949	1	11.27	0.7502	1.23	12.0096	1.5093	3	10.6379	1.5398	2.2	0.08	-30.13774611	32.84335301	62.98109912	0.429969614	no.change	10.9013	0.6355	1	10.128	0.8308	1.33	11	1.0103	3	9.53	0.9452	2.26	0.08	-30.13774611	32.84335301	62.98109912	0.429969614	no.change
Plants	30-49vs50-69	30	G10	170430	insect_Nhigh	52	7	7.43	31	9	3.44	6.1818	4.8244	7.5392	9	9	9	increase	45.589	86.552	19.376	67.176	6.1818	0.9555	2	5.8863	0.4311	0.79	9	2.058	4	7.52	0.9946	1.99	45.5886635	5.843021776	92.9722725	87.12925072	3.00E-49	increase	7	0.9354	2	6.19	0.2507	0.92	11.3142	2.6171	4	8.2448	1.3409	1.7	61.63142857	11.59300831	117.6845309	106.0915226	5.66E-41	increase	6.1818	0.9555	2	5.8863	0.4311	0.79	9	2.058	4	7.52	0.9946	1.99	61.63142857	11.59300831	117.6845309	106.0915226	5.66E-41	increase
Plants	30-49vs50-69	30	G10	180410	insect_Nhigh	30	8	3.75	44	7	6.29	8	8	8	5.9488	4.3221	7.5756	decrease	-25.64	-45.974	-5.305	40.669	8	0.4924	1	7.39	0.6343	1.23	5.9488	1.4606	3	5.1679	0.7379	1.29	-25.64	-49.00535901	2.781346097	51.7867051	6.46E-42	no.change	8.2163	0.6235	1	7.7126	0.7672	1.19	7	1.655	3	5.72	0.6933	1.34	-14.80350036	-39.10956535	15.94120315	55.0507685	2.26E-19	no.change	8	0.4924	1	7.39	0.6343	1.23	5.9488	1.4606	3	5.1679	0.7379	1.29	-14.80350036	-39.10956535	15.94120315	55.0507685	2.26E-19	no.change
Plants	30-49vs50-69	30	G10	130470	insect_Nhigh	259	9	28.78	316	10	31.6	9	9	9	9.9613	9.5815	10.3412	increase	10.681	6.461	14.902	8.441	9	0.4932	1	8.41	0.5682	1.16	9.9613	0.0302	0	9.6616	0.1863	0.58	10.68111111	-2.275538214	27.40937033	29.68490854	3.22E-27	no.change	9.147	0.5406	1	8.5098	0.6356	1.07	10	0	0	9.78	0.1665	0.54	9.3254619	-4.596019035	29.91420401	34.51022304	7.46E-23	no.change	9	0.4932	1	8.41	0.5682	1.16	9.9613	0.0302	0	9.6616	0.1863	0.58	9.3254619	-4.596019035	29.91420401	34.51022304	7.46E-23	no.change
Plants	30-49vs50-69	30	G10	200440	insect_Nhigh	52	16	3.25	70	16	4.38	16	16	16	13.8012	11.4395	16.163	no.change	-13.743	-28.503	1.019	29.522	16	2.634	7	12.94	1.5577	3.64	13.8012	2.4874	8	11.7412	1.5768	3.64	-13.7425	-39.82639698	21.8168548	61.64325179	7.63E-11	no.change	18.2095	2.8142	7	13.9787	1.6774	3.63	16	2.8284	8	12.78	1.5411	3.63	-12.13377633	-37.31284404	23.72130271	61.03414675	1.10E-10	no.change	16	2.634	7	12.94	1.5577	3.64	13.8012	2.4874	8	11.7412	1.5768	3.64	-12.13377633	-37.31284404	23.72130271	61.03414675	1.10E-10	no.change
Plants	30-49vs50-69	30	G10	190300	insect_Nhigh	49	12	4.08	45	10	4.5	11.7396	10.8054	12.6738	10	10	10	decrease	-14.818	-7.454	-21.097	13.643	11.7396	1.136	3	10.1587	0.8871	2.4	10	0.9535	2	8.99	0.609	1.25	-14.81822209	-31.99976318	7.309619038	39.30938222	2.67E-29	no.change	12	1.1547	3	10.66	1.2102	2.02	10.1663	0.9527	2	9.1998	0.7848	1.22	-15.28083333	-34.99515588	16.19636279	51.19151867	1.51E-28	no.change	11.7396	1.136	3	10.1587	0.8871	2.4	10	0.9535	2	8.99	0.609	1.25	-15.28083333	-34.99515588	16.19636279	51.19151867	1.51E-28	no.change
Plants	30-49vs50-69	30	G10	210450	insect_Nhigh	49	10	4.9	64	10	6.4	10	10	10	9.7088	8.7682	10.6493	no.change	-2.912	-12.318	6.493	18.811	10	2.357	5	8.02	1.1299	2.16	9.7088	0.7057	1	9.2515	0.4477	0.93	-2.912	-25.72828707	39.673392	65.40167906	8.90E-05	no.change	11.4462	2.4597	5	8.3553	1.195	2.12	10	0.6901	1	9.37	0.3268	0.77	-12.63476088	-30.98739413	23.12800258	54.11539671	5.21E-14	no.change	10	2.357	5	8.02	1.1299	2.16	9.7088	0.7057	1	9.2515	0.4477	0.93	-12.63476088	-30.98739413	23.12800258	54.11539671	5.21E-14	no.change
Plants	30-49vs50-69	30	G10	190520	insect_Nhigh	33	11	3	64	9	7.11	11	11	11	7.2313	5.2464	9.2161	decrease	-34.261	-52.305	-16.217	36.088	11	1.0103	3	9.5	1.1353	2.47	7.2313	0.8328	2	6.53	0.9603	1.63	-34.26090909	-57.82409518	-7.317008938	50.50708625	1.74E-50	decrease	12.0424	1.5629	3	10.3663	1.5129	2.21	9	0.7878	2	7.73	0.8217	1.68	-25.26406696	-47.96954976	10.05737466	58.02692442	9.77E-30	no.change	11	1.0103	3	9.5	1.1353	2.47	7.2313	0.8328	2	6.53	0.9603	1.63	-25.26406696	-47.96954976	10.05737466	58.02692442	9.77E-30	no.change
Plants	30-49vs50-69	30	G10	180310	insect_Nhigh	73	12	6.08	90	14	6.43	12	12	12	13.0082	11.2913	14.725	no.change	8.402	-5.906	22.708	28.614	12	1.3093	2	11.01	0.6337	1.3	13.0082	2.4105	5	11.4424	1.1892	2.7	8.401666667	-16.98433766	34.51236864	51.4967063	7.48E-10	no.change	12.418	1.3418	2	11.2436	0.7051	1.44	14	2.5698	5	11.86	1.2212	2.57	12.73957159	-12.24336039	39.47195029	51.71531069	2.86E-13	no.change	12	1.3093	2	11.01	0.6337	1.3	13.0082	2.4105	5	11.4424	1.1892	2.7	12.73957159	-12.24336039	39.47195029	51.71531069	2.86E-13	no.change
Plants	30-49vs50-69	30	G10	100500	insect_Nhigh	40	6	6.67	56	11	5.09	6	6	6	9.6222	7.7306	11.5138	increase	60.37	28.843	91.897	63.054	6	0	0	5.86	0.0889	0.33	9.6222	1.347	4	8.4376	1.0898	2.33	60.37	20.48098495	102.216121	81.73513606	2.16E-51	increase	6	0	0	5.8224	0.0557	0.29	11	1.465	4	9.21	1.2398	2.43	83.33333333	36.27081498	131.5680701	95.29725508	1.96E-51	increase	6	0	0	5.86	0.0889	0.33	9.6222	1.347	4	8.4376	1.0898	2.33	83.33333333	36.27081498	131.5680701	95.29725508	1.96E-51	increase
Plants	30-49vs50-69	30	G10	150600	insect_Nhigh	64	4	16	40	2	20	3.8446	3.1239	4.5653	2	2	2	decrease	-47.979	-35.977	-56.191	20.214	3.8446	0.114	0	3.5992	0.1861	0.38	2	0	0	2	0	0.01	-47.97898351	-52.85857028	-41.93365269	10.92491759	5.06E-96	decrease	4	0	0	3.84	0.0646	0.34	2	0	0	2	0	0.01	-50	-51.63096019	-48.17499122	3.455968964	3.45E-150	decrease	3.8446	0.114	0	3.5992	0.1861	0.38	2	0	0	2	0	0.01	-50	-51.63096019	-48.17499122	3.455968964	3.45E-150	decrease
Plants	30-49vs50-69	30	G10	220570	No_insect_Nlow	252	45	5.6	57	30	1.9	26.66	22.2677	31.0524	30	30	30	no.change	12.528	34.724	-3.389	38.113	26.66	2.8477	13	25.3802	2.2209	6.99	30	2.9339	13	23.69	2.1839	8.09	12.52813203	-13.36055142	46.22138812	59.58193954	6.99E-17	no.change	45	3.5051	13	39.47	2.1086	7.17	41.7787	8.193	13	29.7451	4.9394	8.34	-7.158444444	-37.49926128	22.88622099	60.38548226	0.000312078	no.change	40.1322	3.2627	13	36.4456	2.1459	6.91	40.6993	6.7855	13	29.7751	4.3778	8.26	1.413079771	-28.4267067	36.8139329	65.24063959	0.057668962	no.change
Plants	30-49vs50-69	30	G10	250440	No_insect_Nlow	345	59	5.85	223	37	6.03	53.0696	49.2184	56.9207	37	37	37	decrease	-30.28	-24.825	-34.997	10.172	53.0696	3.0434	13	48.3185	2.1664	8.65	37	2.5647	8	33.19	1.7048	5.14	-30.28023577	-39.08715363	-20.62107318	18.46608046	6.74E-120	decrease	59	3.1656	13	52.87	2.2049	8.44	40.3766	3.1337	8	34.8758	1.9463	4.81	-31.56508475	-40.75862259	-22.49318834	18.26543425	2.99E-116	decrease	53.0696	3.0434	13	48.3185	2.1664	8.65	37	2.5647	8	33.19	1.7048	5.14	-31.56508475	-40.75862259	-22.49318834	18.26543425	2.99E-116	decrease
Plants	30-49vs50-69	30	G10	150420	No_insect_Nlow	33	20	1.65	108	19	5.68	20	20	20	13.5292	10.6513	16.4071	decrease	-32.354	-46.743	-17.965	28.778	20	3.3029	12	15.03	1.8056	5.67	13.5292	1.3136	3	12.7928	1.4688	2.86	-32.354	-50.25363524	-5.072770366	45.18086488	3.61E-65	decrease	36.3631	9.2968	12	18.7702	3.773	6.34	19	1.0306	3	17.07	1.2216	2.66	-47.7492293	-64.22616231	-14.6656224	49.56053991	2.01E-43	decrease	35.2382	8.4055	12	19.7939	4.1206	6.13	18.7238	1.0239	3	17.0189	1.2137	2.73	-46.86504986	-64.26581423	-8.24547977	56.02033446	5.17E-39	decrease
Plants	30-49vs50-69	30	G10	190500	No_insect_Nlow	38	22	1.73	235	35	6.71	22	22	22	16.8529	13.0048	20.701	decrease	-23.396	-40.887	-5.905	34.982	22	3.9768	15	16.35	1.9889	6.97	16.8529	2.4011	12	16.1216	1.988	6.34	-23.39590909	-46.04511934	8.315890331	54.36100967	6.85E-36	no.change	64.2021	24.9082	15	24.2851	6.9763	6.48	35	3.1941	12	29.6	2.0383	6.38	-45.48464926	-66.4374805	20.22469059	86.66217108	1.20E-30	no.change	45.3131	10.9656	15	22.8933	4.9956	6.42	26.9538	2.791	12	24.4633	2.0366	6.49	-40.51653937	-60.16035914	7.027001653	67.1873608	1.90E-31	no.change
Plants	30-49vs50-69	30	G10	230550	No_insect_Nlow	61	34	1.79	78	34	2.29	34	34	34	30.1124	27.1581	33.0668	decrease	-11.434	-20.123	-2.745	17.378	34	3.4306	18	26.21	2.4779	9.95	30.1124	2.9777	16	24.717	2.1738	8.78	-11.43411765	-30.2687007	13.40361598	43.67231668	1.13E-18	no.change	38.4095	3.468	18	28.3211	2.4103	10.16	34	3.2985	16	26.91	2.1935	9.24	-11.48023275	-29.97449031	12.21157258	42.18606289	3.18E-23	no.change	34	3.4306	18	26.21	2.4779	9.95	30.1124	2.9777	16	24.717	2.1738	8.78	-11.48023275	-29.97449031	12.21157258	42.18606289	3.18E-23	no.change
Plants	30-49vs50-69	30	G10	220510	No_insect_Nlow	34	17	2	93	25	3.72	17	17	17	16.2766	12.9422	19.6111	no.change	-4.255	-23.869	15.359	39.228	17	3.3981	9	13.35	1.5258	4.29	16.2766	2.4308	10	14.9773	1.7222	5.33	-4.255294118	-31.73362361	34.36709916	66.10072276	0.086716414	no.change	29.7084	6.6625	9	16.6505	3.3818	4.48	25	3.1623	10	20.99	1.7827	5.2	-15.84871619	-42.83010776	48.51501829	91.34512604	4.08E-13	no.change	17	3.3981	9	13.35	1.5258	4.29	16.2766	2.4308	10	14.9773	1.7222	5.33	-15.84871619	-42.83010776	48.51501829	91.34512604	4.08E-13	no.change
Plants	30-49vs50-69	30	G10	180340	No_insect_Nlow	80	31	2.58	72	17	4.24	29.933	28.1475	31.7186	17	17	17	decrease	-43.206	-39.604	-46.404	6.8	29.933	2.3402	10	25.3307	1.865	6.96	17	2.1377	5	14.97	1.2794	2.95	-43.2064945	-54.27555347	-29.35865581	24.91689766	1.66E-105	decrease	31	2.4094	10	25.83	1.97	6.73	17.5344	2.1068	5	15.1096	1.3902	2.68	-43.43741935	-55.32844419	-28.14975453	27.17868965	5.92E-108	decrease	29.933	2.3402	10	25.3307	1.865	6.96	17	2.1377	5	14.97	1.2794	2.95	-43.43741935	-55.32844419	-28.14975453	27.17868965	5.92E-108	decrease
Plants	30-49vs50-69	30	G10	110420	No_insect_Nlow	38	15	2.53	88	27	3.26	15	15	15	20.2117	17.0205	23.4029	increase	34.745	13.47	56.019	42.549	15	1.8058	5	12.74	1.2436	3	20.2117	1.9946	7	18.2388	1.6003	4.68	34.74466667	3.923609916	78.29032331	74.36671339	1.65E-66	increase	18.3291	3.29	5	14.8658	2.3421	3.35	27	2.2344	7	23.71	1.5714	4.91	47.30674174	8.736730261	119.2614923	110.5247621	4.92E-65	increase	15	1.8058	5	12.74	1.2436	3	20.2117	1.9946	7	18.2388	1.6003	4.68	47.30674174	8.736730261	119.2614923	110.5247621	4.92E-65	increase
Plants	30-49vs50-69	30	G10	200460	No_insect_Nlow	235	57	4.12	297	37	8.03	57	57	57	34.8769	32.357	37.3969	decrease	-38.812	-43.233	-34.391	8.842	57	5.2937	21	48.24	2.5136	10.55	34.8769	2.4868	9	31.5316	1.8073	5.39	-38.81245614	-47.37023442	-27.91422753	19.45600688	5.85E-125	decrease	62.2752	5.2331	21	50.5346	2.7111	10.81	37	2.5778	9	32.9	1.6905	5.04	-40.58630081	-48.76339757	-31.16481428	17.5985833	2.20E-119	decrease	57	5.2937	21	48.24	2.5136	10.55	34.8769	2.4868	9	31.5316	1.8073	5.39	-40.58630081	-48.76339757	-31.16481428	17.5985833	2.20E-119	decrease
Plants	30-49vs50-69	30	G10	240520	No_insect_Nlow	133	28	4.75	38	18	2.11	17.3465	13.9568	20.7363	18	18	18	no.change	3.767	28.969	-13.196	42.165	17.3465	3.2212	12	16.2855	1.8062	5.07	18	1.3665	5	15.26	1.5512	4.37	3.767330585	-23.57398918	42.79086359	66.36485278	0.013666783	no.change	28	4.49	12	23.43	1.9241	5.04	20.0791	2.4896	5	18.1632	3.2734	4.35	-28.28892857	-53.48923972	0.907362201	54.39660192	5.65E-41	no.change	26.2633	4.2278	12	22.5505	1.9022	4.82	20.0687	2.4588	5	18.6805	3.3908	4.34	-23.58652568	-51.93315436	9.66925566	61.60241002	1.46E-31	no.change
Plants	30-49vs50-69	30	G10	210460	No_insect_Nlow	281	52	5.4	70	24	2.92	31.4058	26.5435	36.2681	24	24	24	decrease	-23.581	-9.582	-33.826	24.244	31.4058	2.4169	12	29.6828	2.3992	9.1	24	2.7175	8	20.43	1.5916	4.85	-23.58099459	-38.72445776	-6.675930419	32.04852734	1.20E-64	decrease	52	2.2373	12	45.4	2.2263	8.86	33.5679	7.8629	8	24.2877	3.9823	4.82	-35.44634615	-57.56884188	-12.86879522	44.70004666	1.34E-66	decrease	48.0616	2.1902	12	43.0303	2.2465	8.76	32.3058	6.2405	8	24.5534	3.6577	4.86	-32.78251244	-51.94427098	-11.98458815	39.95968283	1.51E-63	decrease
Plants	30-49vs50-69	30	G10	180320	No_insect_Nlow	118	33	3.58	76	27	2.81	25.9208	22.0986	29.743	27	27	27	no.change	4.163	22.18	-9.222	31.402	25.9208	3.3056	18	21.996	2.131	8.47	27	3.0423	13	21.21	2.0823	7.28	4.163451745	-20.97375759	37.10829254	58.08205013	0.055687221	no.change	33	4.0433	18	25.71	2.3193	8	32.6537	3.9675	13	24.0201	2.5262	6.66	-1.049393939	-23.85768784	30.56741684	54.42510468	0.068897629	no.change	25.9208	3.3056	18	21.996	2.131	8.47	27	3.0423	13	21.21	2.0823	7.28	-1.049393939	-23.85768784	30.56741684	54.42510468	0.068897629	no.change
Plants	30-49vs50-69	30	G10	200500	No_insect_Nlow	65	25	2.6	97	21	4.62	25	25	25	18.1981	15.6131	20.783	decrease	-27.208	-37.548	-16.868	20.68	25	1.857	8	20.71	1.6489	5.61	18.1981	3.1672	8	16.3543	1.4453	3.74	-27.2076	-42.93635698	-8.967644659	33.96871232	3.89E-68	decrease	27.5286	2.3233	8	22.7127	2.0885	5.37	21	3.5608	8	17.59	1.5763	3.69	-23.71569931	-40.80045015	-0.57466677	40.22578338	1.11E-44	decrease	25	1.857	8	20.71	1.6489	5.61	18.1981	3.1672	8	16.3543	1.4453	3.74	-23.71569931	-40.80045015	-0.57466677	40.22578338	1.11E-44	decrease
Plants	30-49vs50-69	30	G10	130460	No_insect_Nlow	605	52	11.63	1595	55	29	52	52	52	46.73	42.4212	51.0388	decrease	-10.135	-18.421	-1.848	16.573	52	1.5653	6	48.72	1.7532	4.85	46.73	1.6445	4	44.6197	1.9677	5.29	-10.13461538	-19.28550197	1.068217305	20.35371927	9.51E-48	no.change	54.5154	2.6825	6	51.5807	2.8604	4.69	55	0.9353	4	52.02	1.655	5.1	0.88892313	-10.72168326	15.32112803	26.04281129	0.546932471	no.change	52	1.5653	6	48.72	1.7532	4.85	46.73	1.6445	4	44.6197	1.9677	5.29	0.88892313	-10.72168326	15.32112803	26.04281129	0.546932471	no.change
Plants	30-49vs50-69	30	G10	110450	No_insect_Nlow	32	13	2.46	227	35	6.49	13	13	13	18.3979	14.6408	22.155	increase	41.522	12.622	70.423	57.801	13	2.2254	4	11.06	1.1601	2.78	18.3979	1.7925	5	17.7418	1.6537	3.49	41.52230769	7.975251222	88.606988	80.63173678	2.97E-57	increase	20.629	9.9874	4	14.3698	4.0967	2.99	35	1.9296	5	32.5	1.3223	3.79	69.66406515	6.599540794	268.2720506	261.6725098	1.75E-44	increase	18.0801	4.8791	4	13.5112	2.5935	2.81	29.5012	1.993	5	27.8547	1.6266	3.85	63.1694515	16.36827996	168.4681743	152.0998943	1.16E-69	increase
Plants	30-49vs50-69	30	G10	190410	No_insect_Nlow	373	77	4.84	1988	64	31.06	77	77	77	44.4122	39.5324	49.2919	decrease	-42.322	-48.659	-35.985	12.674	77	3.8239	19	68.02	2.5928	11.58	44.4122	3.3917	13	43.3258	2.9168	7.05	-42.32181818	-50.80105656	-34.02695553	16.77410104	2.21E-141	decrease	94.8619	10.5335	19	76.655	6.2151	12.23	64	3.011	13	58.02	2.3716	7.33	-32.53350397	-42.49915473	-18.55636221	23.94279252	9.29E-69	decrease	92.8578	8.344	19	75.6256	4.9638	11.69	56.6157	3.0047	13	53.3406	2.4082	7.65	-39.02967764	-47.51735409	-27.72281942	19.79453467	2.57E-94	decrease
